-3.005	8.49933
-2.991	8.49817
-2.94674	8.497
-2.93279	8.49583
-2.91884	8.49467
-2.90491	8.4935
-2.86085	8.49233
-2.84696	8.49117
-2.83308	8.49
-2.81921	8.48883
-2.77534	8.48767
-2.76152	8.4865
-2.74771	8.48533
-2.73391	8.48417
-2.69023	8.483
-2.67648	8.48183
-2.66273	8.48067
-2.64899	8.4795
-2.60552	8.47833
-2.59182	8.47717
-2.57814	8.476
-2.56447	8.47483
-2.52119	8.47367
-2.50756	8.4725
-2.49394	8.47133
-2.48034	8.47017
-2.43725	8.469
-2.42369	8.46783
-2.41014	8.46667
-2.3966	8.4655
-2.35371	8.46433
-2.34021	8.46317
-2.32673	8.462
-2.31325	8.46083
-2.27056	8.45967
-2.25713	8.4585
-2.24371	8.45733
-2.2303	8.45617
-2.1878	8.455
-2.17444	8.45383
-2.16108	8.45267
-2.14774	8.4515
-2.10544	8.45033
-2.09213	8.44917
-2.07884	8.448
-2.06557	8.44683
-2.02346	8.44567
-2.01023	8.4445
-1.997	8.44333
-1.98379	8.44217
-1.94188	8.441
-1.92871	8.43983
-1.91555	8.43867
-1.9024	8.4375
-1.86069	8.43633
-1.84758	8.43517
-1.83449	8.434
-1.82141	8.43283
-1.77989	8.43167
-1.76685	8.4305
-1.75382	8.42933
-1.7408	8.42817
-1.69948	8.427
-1.68651	8.42583
-1.67354	8.42467
-1.66059	8.4235
-1.61947	8.42233
-1.60656	8.42117
-1.59366	8.42
-1.58077	8.41883
-1.53984	8.41767
-1.527	8.4165
-1.51417	8.41533
-1.50135	8.41417
-1.46061	8.413
-1.44784	8.41183
-1.43507	8.41067
-1.42231	8.4095
-1.38178	8.40833
-1.36906	8.40717
-1.35636	8.406
-1.34367	8.40483
-1.30333	8.40367
-1.29068	8.4025
-1.27804	8.40133
-1.26542	8.40017
-1.22527	8.399
-1.21269	8.39783
-1.20012	8.39667
-1.18756	8.3955
-1.14761	8.39433
-1.13509	8.39317
-1.12259	8.392
-1.11009	8.39083
-1.07034	8.38967
-1.05789	8.3885
-1.04545	8.38733
-1.03302	8.38617
-0.99346	8.385
-0.98108	8.38383
-0.9687	8.38267
-0.95634	8.3815
-0.91698	8.38033
-0.90465	8.37917
-0.89234	8.378
-0.88005	8.37683
-0.84088	8.37567
-0.82862	8.3745
-0.81638	8.37333
-0.80415	8.37217
-0.76518	8.371
-0.75299	8.36983
-0.74081	8.36867
-0.72864	8.3675
-0.68987	8.36633
-0.67774	8.36517
-0.66563	8.364
-0.65353	8.36283
-0.61495	8.36167
-0.60289	8.3605
-0.59084	8.35933
-0.5788	8.35817
-0.54042	8.357
-0.52843	8.35583
-0.51644	8.35467
-0.50447	8.3535
-0.46629	8.35233
-0.45436	8.35117
-0.44244	8.35
-0.43053	8.34883
-0.39254	8.34767
-0.38068	8.3465
-0.36883	8.34533
-0.35699	8.34417
-0.31919	8.343
-0.3074	8.34183
-0.29561	8.34067
-0.28383	8.3395
-0.24624	8.33833
-0.2345	8.33717
-0.22278	8.336
-0.21107	8.33483
-0.17367	8.33367
-0.162	8.3325
-0.15034	8.33133
-0.1387	8.33017
-0.10149	8.329
-0.08989	8.32783
-0.0783	8.32667
-0.06672	8.3255
-0.02971	8.32433
-0.01817	8.32317
-0.00665	8.322
0.00487	8.32083
0.04168	8.31967
0.05315	8.3185
0.06461	8.31733
0.07606	8.31617
0.11268	8.315
0.12408	8.31383
0.13548	8.31267
0.14686	8.3115
0.18328	8.31033
0.19463	8.30917
0.20596	8.308
0.21727	8.30683
0.2535	8.30567
0.26477	8.3045
0.27604	8.30333
0.28729	8.30217
0.32332	8.301
0.33453	8.29983
0.34573	8.29867
0.35692	8.2975
0.39275	8.29633
0.4039	8.29517
0.41503	8.294
0.42615	8.29283
0.46179	8.29167
0.47287	8.2905
0.48394	8.28933
0.495	8.28817
0.53044	8.287
0.54145	8.28583
0.55246	8.28467
0.56345	8.2835
0.59869	8.28233
0.60964	8.28117
0.62058	8.28
0.63151	8.27883
0.66656	8.27767
0.67744	8.2765
0.68831	8.27533
0.69917	8.27417
0.73403	8.273
0.74484	8.27183
0.75565	8.27067
0.76645	8.2695
0.8011	8.26833
0.81186	8.26717
0.8226	8.266
0.83333	8.26483
0.86779	8.26367
0.87848	8.2625
0.88916	8.26133
0.89982	8.26017
0.93409	8.259
0.94471	8.25783
0.95532	8.25667
0.96592	8.2555
0.99999	8.25433
1.01055	8.25317
1.02109	8.252
1.03163	8.25083
1.0655	8.24967
1.07599	8.2485
1.08647	8.24733
1.09694	8.24617
1.13062	8.245
1.14104	8.24383
1.15146	8.24267
1.16186	8.2415
1.19534	8.24033
1.20571	8.23917
1.21606	8.238
1.22639	8.23683
1.25968	8.23567
1.26998	8.2345
1.28026	8.23333
1.29053	8.23217
1.32362	8.231
1.33385	8.22983
1.34407	8.22867
1.35428	8.2275
1.38717	8.22633
1.39734	8.22517
1.40749	8.224
1.41763	8.22283
1.45033	8.22167
1.46043	8.2205
1.47052	8.21933
1.4806	8.21817
1.5131	8.217
1.52313	8.21583
1.53316	8.21467
1.54317	8.2135
1.57547	8.21233
1.58544	8.21117
1.5954	8.21
1.60535	8.20883
1.63746	8.20767
1.64736	8.2065
1.65725	8.20533
1.66713	8.20417
1.69905	8.203
1.70888	8.20183
1.71871	8.20067
1.72853	8.1995
1.76024	8.19833
1.77002	8.19717
1.77978	8.196
1.78953	8.19483
1.82105	8.19367
1.83076	8.1925
1.84046	8.19133
1.85014	8.19017
1.88147	8.189
1.89111	8.18783
1.90074	8.18667
1.91036	8.1855
1.94149	8.18433
1.95107	8.18317
1.96063	8.182
1.97019	8.18083
2.00112	8.17967
