-1.7524	-1.197544	-0.83425264	
-2.0088	-1.188624	-0.81502752	
-2.1936	-1.148112	-0.79675104	
-2.3304	-1.120752	-0.80090976	
-2.376	-1.08336	-0.7843296	
-2.512	-1.03984	-0.7948288	
-2.6236	-0.966408	-0.79099024	
-2.7588	-0.901512	-0.81440688	
-2.868	-0.8076	-0.82572	
-2.9756	-0.703896	-0.84627536	
-3.1092	-0.607704	-0.89827248	
-3.148	-0.5388	-0.90748	
-3.318	-0.35172	-0.9962088	
-3.42	-0.21	-1.065	
-3.5856	0.012336	-1.20750816	
-3.6192	0.099936	-1.24716288	
-3.7808	0.348912	-1.43910368	
-3.812	0.44392	-1.4949872	
-3.9696	0.718512	-1.74192864	
-4.0892	1.020376	-2.00509328	
-4.116	1.1268	-2.09244	
-4.204	1.33736	-2.3123824	
-4.2288	1.447968	-2.41405248	
-4.314	1.6686	-2.66574	
-4.3368	1.783056	-2.78221152	
-4.4192	2.013232	-3.06690272	
-4.5	2.25	-3.375	
-4.5196	2.370392	-3.51739984	
-4.42	2.25	-3.295	
-4.5384	2.491536	-3.66459744	
-4.4388	2.368776	-3.43495152	
-4.5564	2.613384	-3.81658704	
-4.3984	2.367968	-3.39372736	
-4.5152	2.610912	-3.77276672	
-4.632	2.8632	-4.18152	
-4.416	2.48664	-3.5371056	
-4.532	2.73256	-3.9281648	
-4.648	2.98776	-4.3492912	
-4.4328	2.605968	-3.68512608	
-4.548	2.8548	-4.08828	
-4.6632	3.112848	-4.52184672	
-4.4488	2.725904	-3.83777632	
-4.5632	2.977584	-4.25309408	
-4.6776	3.238416	-4.69916256	
-4.464	2.8464	-3.99504	
-4.5776	3.100864	-4.42258496	
-4.6912	3.364416	-4.88121088	
-4.5912	3.224592	-4.59672672	
-4.704	3.4908	-5.06796	
-4.604	3.34872	-4.7754896	
-4.716	3.61752	-5.2593744	
-4.616	3.4732	-4.95884	
-4.7272	3.744528	-5.45541472	
-4.6272	3.597984	-5.14674048	
-4.7376	3.871776	-5.65603776	
-4.6376	3.723024	-5.33914976	
-4.7472	3.999216	-5.86119648	
-4.6472	3.848272	-5.53602272	
-4.756	4.1268	-6.07084	
-4.656	3.97368	-5.7373104	
-4.764	4.25448	-6.2849136	
-4.664	4.0992	-5.94296	
-4.7712	4.382208	-6.50335872	
-4.6712	4.224784	-6.15291488	
-4.7776	4.509936	-6.72611296	
-4.6776	4.350384	-6.36711456	
-4.7832	4.637616	-6.95311008	
-4.6832	4.475952	-6.58549472	
-4.788	4.7652	-7.18428	
-4.688	4.60144	-6.8079872	
-4.792	4.89264	-7.4195488	
-4.6404	4.583352	-6.73542576	
-4.7436	4.872312	-7.34228304	
-4.644	4.7076	-6.95964	
-4.7464	4.998416	-7.57911904	
-4.6468	4.831656	-7.18775152	
-4.7484	5.124264	-7.81982544	
-4.6488	4.955472	-7.41967968	
-4.7496	5.249808	-8.06431584	
-4.65	5.079	-7.65534	
-4.6504	5.202192	-7.89464416	
-4.65	5.325	-8.1375	
-4.6488	5.447376	-8.38381152	
-4.5984	5.421168	-8.29357536	
-4.596	5.54184	-8.5404336	
-4.5928	5.661968	-8.79047008	
-4.5372	5.751576	-8.94469008	
-4.532	5.8692	-9.19772	
-4.4736	5.953632	-9.34848384	
-4.4052	6.147432	-9.74993712	
-4.3424	6.222832	-9.89175776	
-4.278	6.2946	-10.02882	
-4.224	6.2568	-9.91056	
-4.212	6.36264	-10.1607408	
-4.1444	6.426856	-10.28712944	
-3.9144	6.689808	-10.86985056	
-4.1156	6.630168	-10.78729904	
-4.1856	6.571056	-10.66565856	
-4.1992	6.467408	-10.41248992	
-4.254	6.50796	-10.5378504	
-4.2664	6.401808	-10.28250976	
-4.3208	6.440976	-10.40427872	
-4.332	6.3324	-10.14708	
-4.386	6.3702	-10.26534	
-4.396	6.25928	-10.0065904	
-4.4496	6.295728	-10.12142304	
-4.4584	6.182544	-9.86142304	
-4.4664	6.068496	-9.60373344	
-4.5192	6.102288	-9.71195232	
-4.526	5.98612	-9.4535144	
-4.5784	6.018608	-9.55854496	
-4.584	5.9004	-9.29964	
-4.5888	5.781504	-9.04357632	
-4.6404	5.811432	-9.14246256	
-4.644	5.69064	-8.8863984	
-4.6468	5.569272	-8.63347888	
-4.6976	5.596704	-8.72652416	
-4.6992	5.473584	-8.47404768	
-4.7	5.35	-8.225	
-4.7	5.226	-7.97948	
-4.6992	5.101632	-7.73758272	
-4.6976	4.976944	-7.49939936	
-4.6952	4.851984	-7.26501728	
-4.692	4.7268	-7.03452	
-4.74	4.746	-7.1094	
-4.636	4.45896	-6.5151856	
-4.7356	4.619528	-6.88054864	
-4.6308	4.334472	-6.29899248	
-4.7304	4.492944	-6.65580384	
-4.6248	4.209936	-6.08691552	
-4.7244	4.366296	-6.43523664	
-4.618	4.0854	-5.87902	
-4.7176	4.239632	-6.21891424	
-4.6104	3.960912	-5.67536736	
-4.71	4.113	-6.0069	
-4.602	3.83652	-5.4760152	
-4.7016	3.986448	-5.79925344	
-4.5928	3.712272	-5.28101728	
-4.6924	3.860024	-5.59603024	
-4.5828	3.588216	-5.09042352	
-4.6824	3.733776	-5.39728224	
-4.572	3.4644	-4.90428	
-4.6716	3.607752	-5.20305744	
-4.5604	3.340872	-4.72262896	
-4.66	3.482	-5.0134	
-4.548	3.21768	-4.5455088	
-4.6476	3.356568	-4.82835024	
-4.5348	3.094872	-4.37295408	
-4.6344	3.231504	-4.64794464	
-4.5208	2.972496	-4.20499552	
-4.6204	3.106856	-4.47221584	
-4.506	2.8506	-4.04166	
-4.6056	2.982672	-4.30119264	
-4.4904	2.729232	-3.88297056	
-4.59	2.859	-4.1349	
-4.474	2.60844	-3.7289464	
-4.5736	2.735888	-3.97335904	
-4.4568	2.488272	-3.57960288	
-4.34	2.25	-3.215	
-4.4976	2.489904	-3.62210016	
-4.38	2.25	-3.255	
-4.4792	2.369584	-3.47617568	
-4.46	2.25	-3.335	
-4.44	2.1312	-3.198576	
-4.3976	1.896144	-2.93997536	
-4.2904	1.555152	-2.55393376	
-4.1784	1.227888	-2.21526816	
-4.0264	0.923664	-1.89338464	
-3.9984	0.820416	-1.81550784	
-3.906	0.6282	-1.64574	
-3.876	0.52968	-1.5811824	
-3.7164	0.267768	-1.36241616	
-3.684	0.1764	-1.31484	
-3.5204	-0.059384	-1.14833264	
-3.4856	-0.143088	-1.11619424	
-3.3544	-0.274288	-1.01774176	
-3.252	-0.41112	-0.9561072	
-3.2144	-0.484352	-0.94097216	
-3.0424	-0.657136	-0.87083104	
-2.9352	-0.765936	-0.84510048	
-2.8008	-0.846576	-0.80875872	
-2.6912	-0.935312	-0.80172512	
-2.58	-1.014	-0.8022	
-2.444	-1.06296	-0.7889264	
-2.262	-1.1358	-0.79842	
-2.1252	-1.157688	-0.79573872	
-2.0776	-1.184496	-0.81522016	
-1.94	-1.19	-0.815	
