0.9993333333	0	
0.9986666667	0	
0.998	0	
0.9973333333	0	
0.9966666667	0	
0.996	0	
0.9953333333	0	
0.9946666667	0	
0.994	0	
0.9933333333	0	
0.9926666667	0	
0.992	0	
0.9913333333	0	
0.9906666667	0	
0.99	0	
0.9893333333	0	
0.9886666667	0	
0.988	0	
0.9873333333	0	
0.9866666667	0	
0.986	0	
0.9853333333	0	
0.9846666667	0	
0.984	0	
0.9833333333	0	
0.9826666667	0	
0.982	0	
0.9813333333	0	
0.9806666667	0	
0.98	0	
0.9793333333	0	
0.9786666667	0	
0.978	0	
0.9773333333	0	
0.9766666667	0	
0.976	0	
0.9753333333	0	
0.9746666667	0	
0.974	0	
0.9733333333	0	
0.9726666667	0	
0.972	0	
0.9713333333	0	
0.9706666667	0	
0.97	0	
0.9693333333	0	
0.9686666667	0	
0.968	0	
0.9673333333	0	
0.9666666667	0	
0.966	0	
0.9653333333	0	
0.9646666667	0	
0.964	0	
0.9633333333	0	
0.9626666667	0	
0.962	0	
0.9613333333	0	
0.9606666667	0	
0.96	0	
0.9593333333	0	
0.9586666667	0	
0.958	0	
0.9573333333	0	
0.9566666667	0	
0.956	0	
0.9553333333	0	
0.9546666667	0	
0.954	0	
0.9533333333	0	
0.9526666667	0	
0.952	0	
0.9513333333	0	
0.9506666667	0	
0.95	0	
0.9493333333	0	
0.9486666667	0	
0.948	0	
0.9473333333	0	
0.9466666667	0	
0.946	0	
0.9453333333	0	
0.9446666667	0	
0.944	0	
0.9433333333	0	
0.9426666667	0	
0.942	0	
0.9413333333	0	
0.9406666667	0	
0.94	0	
0.9393333333	0	
0.9386666667	0	
0.938	0	
0.9373333333	0	
0.9366666667	0	
0.936	0	
0.9353333333	0	
0.9346666667	0	
0.934	0	
0.9333333333	0	
0.9326666667	0	
0.932	0	
0.9313333333	0	
0.9306666667	0	
0.93	0	
0.9293333333	0	
0.9286666667	0	
0.928	0	
0.9273333333	0	
0.9266666667	0	
0.926	0	
0.9253333333	0	
0.9246666667	0	
0.924	0	
0.9233333333	0	
0.9226666667	0	
0.922	0	
0.9213333333	0	
0.9206666667	0	
0.92	0	
0.9193333333	0	
0.9186666667	0	
0.918	0	
0.9173333333	0	
0.9166666667	0	
0.916	0	
0.9153333333	0	
0.9146666667	0	
0.914	0	
0.9133333333	0	
0.9126666667	0	
0.912	0	
0.9113333333	0	
0.9106666667	0	
0.91	0	
0.9093333333	0	
0.9086666667	0	
0.908	0	
0.9073333333	0	
0.9066666667	0	
0.906	0	
0.9053333333	0	
0.9046666667	0	
0.904	0	
0.9033333333	0	
0.9026666667	0	
0.902	0	
0.9013333333	0	
0.9006666667	0	
0.8993333333	0	
0.8986666667	0	
0.898	0	
0.8973333333	0	
0.8966666667	0	
0.896	0	
0.8953333333	0	
0.8946666667	0	
0.894	0	
0.8933333333	0	
0.8926666667	0	
0.892	0	
0.8913333333	0	
0.8906666667	0	
0.89	0	
0.8893333333	0	
0.8886666667	0	
0.888	0	
0.8873333333	0	
0.8866666667	0	
0.886	0	
0.8853333333	0	
0.8846666667	0	
0.884	0	
0.8833333333	0	
0.8826666667	0	
0.882	0	
0.8813333333	0	
0.8806666667	0	
0.88	0	
0.8793333333	0	
0.8786666667	0	
0.878	0	
0.8773333333	0	
0.8766666667	0	
0.876	0	
0.8753333333	0	
0.8746666667	0	
0.874	0	
0.8733333333	0	
0.8726666667	0	
0.872	0	
0.8713333333	0	
0.8706666667	0	
0.87	0	
0.8693333333	0	
0.8686666667	0	
0.868	0	
0.8673333333	0	
0.8666666667	0	
0.866	0	
0.8653333333	0	
0.8646666667	0	
0.864	0	
0.8633333333	0	
0.8626666667	0	
0.862	0	
0.8613333333	0	
0.8606666667	0	
0.86	0	
0.8593333333	0	
0.8586666667	0	
0.858	0	
0.8573333333	0	
0.8566666667	0	
0.856	0	
0.8553333333	0	
0.8546666667	0	
0.854	0	
0.8533333333	0	
0.8526666667	0	
0.852	0	
0.8513333333	0	
0.8506666667	0	
0.85	0	
0.8493333333	0	
0.8486666667	0	
0.848	0	
0.8473333333	0	
0.8466666667	0	
0.846	0	
0.8453333333	0	
0.8446666667	0	
0.844	0	
0.8433333333	0	
0.8426666667	0	
0.842	0	
0.8413333333	0	
0.8406666667	0	
0.84	0	
0.8393333333	0	
0.8386666667	0	
0.838	0	
0.8373333333	0	
0.8366666667	0	
0.836	0	
0.8353333333	0	
0.8346666667	0	
0.834	0	
0.8333333333	0	
0.8326666667	0	
0.832	0	
0.8313333333	0	
0.8306666667	0	
0.83	0	
0.8293333333	0	
0.8286666667	0	
0.828	0	
0.8273333333	0	
0.8266666667	0	
0.826	0	
0.8253333333	0	
0.8246666667	0	
0.824	0	
0.8233333333	0	
0.8226666667	0	
0.822	0	
0.8213333333	0	
0.8206666667	0	
0.82	0	
0.8193333333	0	
0.8186666667	0	
0.818	0	
