0.162	2.07	
0.156	2.088	
0.156	2.076	
0.156	2.064	
0.156	2.052	
0.15	2.094	
0.15	2.082	
0.15	2.07	
0.15	2.058	
0.15	2.046	
0.144	2.1	
0.144	2.088	
0.144	2.076	
0.144	2.064	
0.144	2.052	
0.138	2.106	
0.138	2.094	
0.138	2.082	
0.138	2.07	
0.138	2.058	
0.138	2.046	
0.132	2.1	
0.132	2.088	
0.132	2.076	
0.132	2.064	
0.132	2.052	
0.126	2.106	
0.126	2.094	
0.126	2.082	
0.126	2.07	
0.126	2.058	
0.126	2.046	
0.12	2.1	
0.12	2.088	
0.12	2.076	
0.12	2.064	
0.12	2.052	
0.114	2.106	
0.114	2.094	
0.114	2.082	
0.114	2.07	
0.114	2.058	
0.114	2.046	
0.108	2.112	
0.108	2.1	
0.108	2.088	
0.108	2.076	
0.108	2.064	
0.108	2.052	
0.102	2.106	
0.102	2.094	
0.102	2.082	
0.102	2.07	
0.102	2.058	
0.102	2.046	
0.096	2.112	
0.096	2.1	
0.096	2.088	
0.096	2.076	
0.096	2.064	
0.096	2.052	
0.09	2.106	
0.09	2.094	
0.09	2.082	
0.09	2.07	
0.09	2.058	
0.09	2.046	
0.084	2.112	
0.084	2.1	
0.084	2.088	
0.084	2.076	
0.084	2.064	
0.084	2.052	
0.078	2.106	
0.078	2.094	
0.078	2.082	
0.078	2.07	
0.078	2.058	
0.078	2.046	
0.072	2.1	
0.072	2.088	
0.072	2.076	
0.072	2.064	
0.072	2.052	
0.066	2.106	
0.066	2.094	
0.066	2.082	
0.066	2.07	
0.066	2.058	
0.066	2.046	
0.06	2.1	
0.06	2.088	
0.06	2.076	
0.06	2.064	
0.06	2.052	
0.054	2.094	
0.054	2.082	
0.054	2.07	
0.054	2.058	
0.054	2.046	
0.048	2.1	
0.048	2.088	
0.048	2.076	
0.048	2.064	
0.048	2.052	
0.042	2.094	
0.042	2.082	
0.042	2.07	
0.042	2.058	
0.036	2.088	
0.036	2.076	
0.036	2.064	
0.036	2.052	
0.03	2.094	
0.03	2.082	
0.03	2.07	
0.03	2.058	
0.024	2.088	
0.024	2.076	
0.024	2.064	
0.024	2.052	
0.018	2.082	
0.018	2.07	
0.018	2.058	
0.012	2.076	
0.012	2.064	
0.012	2.052	
0.006	2.07	
0.006	2.058	
-3.426599282e-014	2.064	
-3.426599282e-014	2.052	
-3.426599282e-014	-3.426599282e-014	
-0.006	0.006	
-0.012	2.064	
-0.012	2.052	
-0.012	0.012	
-0.012	-3.426599282e-014	
-0.018	2.058	
-0.018	0.018	
-0.018	0.006	
-0.024	2.052	
-0.024	0.024	
-0.024	0.012	
-0.03	0.03	
-0.03	0.018	
-0.036	0.036	
-0.036	0.024	
-0.036	0.012	
-0.042	0.042	
-0.042	0.03	
-0.042	0.018	
-0.048	0.048	
-0.048	0.036	
-0.048	0.024	
-0.054	0.054	
-0.054	0.042	
-0.054	0.03	
-0.06	0.06	
-0.06	0.048	
-0.06	0.036	
-0.066	0.066	
-0.066	0.054	
-0.066	0.042	
-0.072	0.072	
-0.072	0.06	
-0.072	0.048	
-0.072	0.036	
-0.078	0.066	
-0.078	0.054	
-0.078	0.042	
-0.084	0.072	
-0.084	0.06	
-0.084	0.048	
-0.09	0.078	
-0.09	0.066	
-0.09	0.054	
-0.096	0.084	
-0.096	0.072	
-0.096	0.06	
-0.102	0.09	
-0.102	0.078	
-0.102	0.066	
-0.108	0.096	
-0.108	0.084	
-0.108	0.072	
-0.108	0.06	
-0.114	0.102	
-0.114	0.09	
-0.114	0.078	
-0.114	0.066	
-0.12	0.108	
-0.12	0.096	
-0.12	0.084	
-0.12	0.072	
-0.126	0.102	
-0.126	0.09	
-0.126	0.078	
-0.132	0.108	
-0.132	0.096	
-0.132	0.084	
-0.138	0.114	
-0.138	0.102	
-0.138	0.09	
-0.144	0.12	
-0.144	0.108	
-0.144	0.096	
-0.144	0.084	
-0.15	0.126	
-0.15	0.114	
-0.15	0.102	
-0.15	0.09	
-0.156	0.132	
-0.156	0.12	
-0.156	0.108	
-0.156	0.096	
-0.162	0.138	
-0.162	0.126	
-0.162	0.114	
-0.162	0.102	
-0.168	0.144	
-0.168	0.132	
-0.168	0.12	
-0.168	0.108	
-0.174	0.138	
-0.174	0.126	
-0.174	0.114	
-0.18	0.144	
-0.18	0.132	
-0.18	0.12	
-0.18	0.108	
-0.186	0.15	
-0.186	0.138	
-0.186	0.126	
-0.186	0.114	
-0.192	0.156	
-0.192	0.144	
-0.192	0.132	
-0.192	0.12	
-0.198	0.162	
-0.198	0.15	
-0.198	0.138	
-0.198	0.126	
-0.204	0.168	
-0.204	0.156	
-0.204	0.144	
-0.204	0.132	
-0.21	0.174	
-0.21	0.162	
-0.21	0.15	
-0.21	0.138	
-0.216	0.18	
-0.216	0.168	
-0.216	0.156	
-0.216	0.144	
-0.216	0.132	
-0.222	0.174	
-0.222	0.162	
-0.222	0.15	
-0.222	0.138	
-0.228	0.18	
-0.228	0.168	
-0.228	0.156	
-0.228	0.144	
-0.234	0.186	
-0.234	0.174	
-0.234	0.162	
-0.234	0.15	
-0.24	0.192	
-0.24	0.18	
-0.24	0.168	
-0.24	0.156	
-0.246	0.198	
