   2.3929999999999999e-04   1.0389999999999999e+00
   1.9950000000000001e+00   3.1209999999999999e-01
   4.8549999999999999e-01   1.0000000000000000e+00
   1.5440000000000000e+00   5.7799999999999996e-01
   9.7299999999999998e-02   1.0000000000000000e+00
   1.8370000000000001e-02   1.0000000000000000e+00
   7.9979999999999996e-02   1.0000000000000000e+00
   3.2360000000000000e-01   1.0000000000000000e+00
   1.5440000000000000e+00   5.1929999999999998e-01
   1.5440000000000000e+00   4.1389999999999999e-01
   4.3900000000000002e-02   1.0000000000000000e+00
   5.7440000000000002e-01   1.0000000000000000e+00
   3.8879999999999998e-01   1.0000000000000000e+00
   1.8470000000000000e-01   1.0000000000000000e+00
   1.3580000000000000e-01   1.0000000000000000e+00
   1.5440000000000000e+00   4.9630000000000002e-01
   1.4460000000000001e-01   1.0000000000000000e+00
   8.5650000000000004e-02   1.0000000000000000e+00
   1.3580000000000000e-01   1.0000000000000000e+00
   1.5440000000000000e+00   4.8080000000000001e-01
   2.8230000000000000e-01   1.0000000000000000e+00
   2.9880000000000001e-01   1.0000000000000000e+00
   1.1050000000000000e-01   1.0000000000000000e+00
   1.5440000000000000e+00   4.6820000000000001e-01
   3.9479999999999998e-01   1.0000000000000000e+00
   1.5440000000000000e+00   3.5890000000000000e-01
   1.1390000000000000e-01   1.0000000000000000e+00
   2.1090000000000001e-02   1.0000000000000000e+00
   2.6000000000000001e-01   1.0000000000000000e+00
   7.0349999999999996e-02   1.0000000000000000e+00
   1.5440000000000000e+00   7.6160000000000005e-01
   1.5440000000000000e+00   5.2859999999999996e-01
   8.9289999999999994e-02   1.0000000000000000e+00
   1.5440000000000000e+00   5.2859999999999996e-01
   1.5440000000000000e+00   3.8590000000000002e-01
   2.8240000000000001e-02   1.0000000000000000e+00
   2.1220000000000000e-01   1.0000000000000000e+00
   1.0420000000000000e-01   1.0000000000000000e+00
   6.2179999999999999e-02   1.0000000000000000e+00
   1.4680000000000001e-01   1.0000000000000000e+00
   1.0879999999999999e-01   1.0000000000000000e+00
   5.9159999999999997e-02   1.0000000000000000e+00
   3.2360000000000000e-01   1.0000000000000000e+00
   1.8029999999999999e-01   1.0000000000000000e+00
   1.2920000000000001e-01   1.0000000000000000e+00
   1.5440000000000000e+00   5.8760000000000001e-01
   8.2469999999999999e-01   1.0000000000000000e+00
   1.5440000000000000e+00   4.3459999999999999e-01
   6.0319999999999996e-01   1.0000000000000000e+00
   2.1220000000000000e-01   1.0000000000000000e+00
   6.2760000000000005e-01   1.0000000000000000e+00
   3.3520000000000000e-01   1.0000000000000000e+00
   1.0370000000000001e-02   1.0000000000000000e+00
   1.0879999999999999e-01   1.0000000000000000e+00
   5.8060000000000000e-02   1.0000000000000000e+00
   2.2289999999999999e-01   1.0000000000000000e+00
   1.5440000000000000e+00   7.3660000000000003e-01
   1.5449999999999999e+00   3.3410000000000001e-01
   1.1240000000000000e-01   1.0000000000000000e+00
   1.5440000000000000e+00   4.6279999999999999e-01
   1.5440000000000000e+00   5.1149999999999995e-01
   2.1040000000000000e-01   1.0000000000000000e+00
   1.5440000000000000e+00   4.4350000000000001e-01
   1.5440000000000000e+00   6.1029999999999995e-01
   1.2920000000000001e-01   1.0000000000000000e+00
   1.5440000000000000e+00   5.8970000000000000e-01
   7.6300000000000007e-02   1.0000000000000000e+00
   1.5440000000000000e+00   7.9200000000000004e-01
   5.6450000000000000e-01   1.0000000000000000e+00
   1.8090000000000001e-01   1.0000000000000000e+00
   1.5440000000000000e+00   5.7799999999999996e-01
   9.2899999999999996e-02   1.0000000000000000e+00
   5.0109999999999999e-01   1.0000000000000000e+00
   2.6350000000000001e-01   1.0000000000000000e+00
   5.5779999999999996e-01   1.0000000000000000e+00
   1.1580000000000000e-01   1.0000000000000000e+00
   1.0550000000000000e-01   1.0000000000000000e+00
   1.5440000000000000e+00   5.0860000000000005e-01
   5.6679999999999997e-01   1.0000000000000000e+00
   1.5440000000000000e+00   3.8979999999999998e-01
   9.1240000000000002e-02   1.0000000000000000e+00
   2.1220000000000000e-01   1.0000000000000000e+00
   2.2610000000000000e-01   1.0000000000000000e+00
