   2.0960000000000002e-03   6.8190000000000004e-03   1.0240000000000000e+00
   1.0120000000000000e-01   4.3869999999999998e-04   1.0040000000000000e+00
   6.4259999999999995e-01   7.5300000000000000e-01   5.8029999999999996e-04
   4.1789999999999999e-01   4.2840000000000000e-01   4.2970000000000003e-01
   3.7880000000000003e-01   5.4440000000000000e-01   2.7489999999999998e-01
   2.6870000000000002e-03   1.2949999999999999e-03   1.0069999999999999e+00
   4.3359999999999996e-03   2.1080000000000001e-03   1.0009999999999999e+00
   1.7229999999999999e-02   1.9150000000000000e+00   5.5500000000000002e-03
   1.1190000000000000e-02   1.3000000000000000e+00   1.8640000000000000e-02
   3.9589999999999997e-01   2.9999999999999999e-01   6.0089999999999999e-01
   4.9180000000000001e-01   6.7569999999999997e-01   9.9959999999999993e-02
   7.0309999999999997e-02   4.5029999999999998e-01   4.9450000000000000e-01
   1.3039999999999999e-01   1.8620000000000000e-01   7.5360000000000005e-01
   1.7130000000000001e-01   6.7379999999999995e-01   1.6969999999999999e-01
   1.6130000000000000e-01   4.2759999999999998e-01   4.3140000000000001e-01
   9.6409999999999996e-02   1.2089999999999999e-01   8.3919999999999995e-01
   2.9060000000000002e-01   4.2870000000000003e-01   4.2880000000000001e-01
   3.5499999999999998e-01   5.7609999999999995e-01   2.3240000000000000e-01
   3.8629999999999998e-01   2.6100000000000001e-01   6.5300000000000002e-01
   3.0640000000000001e-01   6.8230000000000002e-01   9.0679999999999997e-02
   8.3000000000000004e-02   6.1350000000000005e-01   3.1830000000000003e-01
   1.4900000000000000e-02   2.8210000000000002e+00   1.2789999999999999e-02
   2.5259999999999999e-01   3.8850000000000001e-01   4.8320000000000002e-01
   2.9970000000000002e-01   1.0600000000000000e-01   8.5960000000000003e-01
   2.3769999999999999e-01   3.5260000000000002e-01   5.3100000000000003e-01
   3.5220000000000001e-01   3.7440000000000001e-01   5.0129999999999997e-01
   2.2230000000000000e-01   6.6690000000000005e-01   1.3639999999999999e-01
   2.9139999999999999e-02   1.2390000000000001e+00   5.0099999999999997e-03
   2.7400000000000002e-01   2.0820000000000000e-01   7.2330000000000005e-01
   1.8429999999999999e-01   1.3760000000000000e-01   8.1720000000000004e-01
   1.7229999999999999e-02   1.9150000000000000e+00   5.5500000000000002e-03
   2.5669999999999998e-01   5.1770000000000005e-01   3.1059999999999999e-01
   2.3649999999999999e-01   4.9930000000000002e-01   3.3550000000000002e-01
   2.1029999999999999e-01   4.7830000000000000e-01   3.6259999999999998e-01
   2.9830000000000001e-01   2.9880000000000001e-01   6.0289999999999999e-01
   1.6860000000000000e-01   1.5850000000000000e-01   7.8920000000000001e-01
   4.3359999999999996e-03   2.1080000000000001e-03   1.0009999999999999e+00
   7.5139999999999998e-03   1.3020000000000000e+00   2.3609999999999999e-02
   5.9150000000000001e-03   8.9389999999999999e-04   1.0040000000000000e+00
   2.6870000000000002e-03   1.2949999999999999e-03   1.0069999999999999e+00
   1.0230000000000000e-01   2.9139999999999999e-01   6.1539999999999995e-01
   3.3760000000000001e-01   5.4400000000000004e-01   2.7579999999999999e-01
   4.3009999999999998e-01   2.3139999999999999e-01   6.9220000000000004e-01
   1.3900000000000001e-01   6.6200000000000003e-01   2.2650000000000001e-01
   3.2500000000000001e-01   6.6490000000000005e-01   1.1459999999999999e-01
   1.3700000000000001e-01   2.3300000000000001e-01   6.9179999999999997e-01
   6.6469999999999996e-01   4.6839999999999998e-01   3.7659999999999999e-01
   3.4820000000000001e-01   5.9919999999999995e-01   2.0190000000000000e-01
   1.4650000000000000e-02   1.9830000000000001e+00   1.4449999999999999e-02
   2.4590000000000001e-01   3.3510000000000001e-01   5.5379999999999996e-01
   3.1619999999999999e-03   3.5620000000000001e-03   1.0029999999999999e+00
   3.7400000000000000e-01   6.1619999999999997e-01   1.7899999999999999e-01
   6.6920000000000000e-03   1.1779999999999999e+00   2.8299999999999999e-02
   1.1180000000000001e-02   1.5260000000000000e-03   1.0049999999999999e+00
   5.0049999999999999e-03   1.5160000000000000e-02   9.9299999999999999e-01
   8.8289999999999993e-02   8.7219999999999998e-01   5.3859999999999998e-02
   1.2479999999999999e-01   8.4860000000000002e-01   4.7289999999999999e-02
   3.0040000000000000e-01   3.6830000000000002e-01   5.0990000000000002e-01
   4.4529999999999997e-01   7.2560000000000002e-01   3.3910000000000003e-02
   3.2219999999999999e-01   2.7820000000000000e-01   6.2980000000000003e-01
   3.3460000000000001e-01   5.1029999999999998e-01   3.2119999999999999e-01
   1.1730000000000000e-01   1.4670000000000000e-01   8.0530000000000002e-01
   1.4470000000000000e-01   2.8149999999999997e-01   6.2560000000000004e-01
   2.8330000000000000e-01   3.6209999999999998e-01   5.1800000000000002e-01
   6.2150000000000005e-01   2.4679999999999999e-01   6.7200000000000004e-01
   5.8520000000000003e-02   9.1050000000000006e-02   8.7949999999999995e-01
   2.0549999999999999e-01   8.0879999999999996e-01   3.7969999999999997e-02
   1.5579999999999999e-01   4.1099999999999998e-02   9.4610000000000005e-01
   9.3600000000000003e-02   7.3629999999999995e-01   1.9420000000000001e-01
   3.7250000000000000e-01   5.2500000000000002e-01   3.0130000000000001e-01
   9.6290000000000001e-02   4.4619999999999999e-01   4.7189999999999999e-01
   1.4349999999999999e-01   7.6819999999999999e-01   1.0870000000000000e-01
   9.8610000000000003e-02   1.4829999999999999e-01   8.0349999999999999e-01
   2.4360000000000001e-01   6.0770000000000002e-01   1.9300000000000000e-01
   2.6650000000000001e-01   4.2790000000000000e-01   4.3049999999999999e-01
   7.4550000000000005e-01   4.7510000000000002e-01   3.6730000000000002e-01
   4.2479999999999997e-02   8.3970000000000000e-01   1.2889999999999999e-01
   1.8709999999999999e-01   5.0719999999999998e-01   3.2610000000000000e-01
   2.8870000000000001e-01   5.9119999999999995e-01   2.1299999999999999e-01
   3.6549999999999999e-01   5.6540000000000001e-01   2.4720000000000000e-01
   5.3499999999999999e-02   6.8820000000000006e-02   9.0959999999999996e-01
   1.7690000000000000e-01   2.1770000000000000e-01   7.1089999999999998e-01
   2.9339999999999999e-01   2.4160000000000001e-01   6.7920000000000003e-01
   4.0989999999999999e-01   4.2790000000000000e-01   4.3020000000000003e-01
   2.4510000000000001e-01   4.9099999999999999e-01   3.4660000000000002e-01
   2.3169999999999999e-01   3.8429999999999997e-01   4.8840000000000000e-01
   8.0220000000000000e-02   5.7459999999999997e-02   9.2410000000000003e-01
   1.7860000000000001e-01   7.5600000000000001e-01   8.9810000000000001e-02
   5.2990000000000002e-02   8.7290000000000001e-01   8.6319999999999994e-02
   2.5059999999999999e-01   6.9740000000000002e-01   7.4139999999999998e-02
   5.1270000000000004e-01   4.2699999999999999e-01   4.3159999999999998e-01
   1.3220000000000001e-01   4.3120000000000003e-01   4.5379999999999998e-01
   1.7340000000000000e-01   1.8790000000000001e-01   7.5039999999999996e-01
   1.1690000000000000e-01   1.2000000000000000e-01   8.4130000000000005e-01
   1.8970000000000001e-01   4.2690000000000000e-01   4.3290000000000001e-01
   3.9400000000000002e-01   3.1309999999999999e-01   5.8340000000000003e-01
   6.8659999999999999e-02   5.1880000000000003e-02   9.3130000000000002e-01
   2.5000000000000000e-01   5.5710000000000004e-01   2.5819999999999999e-01
   2.0910000000000001e-01   1.8759999999999999e-01   7.5109999999999999e-01
   7.5829999999999995e-02   7.8549999999999995e-02   8.9580000000000004e-01
   1.2379999999999999e-01   1.0360000000000000e-01   8.6260000000000003e-01
   1.6130000000000000e-01   3.4100000000000003e-01   5.4659999999999997e-01
   1.5240000000000001e-01   2.6090000000000002e-01   6.5359999999999996e-01
   1.4110000000000000e-01   5.4490000000000005e-01   3.3040000000000003e-01
   1.1459999999999999e-01   7.5919999999999999e-01   1.3610000000000000e-01
   3.4410000000000002e-01   5.3120000000000001e-01   2.9299999999999998e-01
   4.3769999999999998e-01   4.7189999999999999e-01   3.7159999999999999e-01
   6.8540000000000004e-02   6.7349999999999999e-01   2.7750000000000002e-01
   3.0869999999999997e-01   6.1390000000000000e-01   1.8190000000000001e-01
   4.4109999999999999e-01   5.5449999999999999e-01   2.6150000000000001e-01
   2.1610000000000001e-02   4.6850000000000003e-01   5.4469999999999996e-01
   1.7899999999999999e-01   5.9860000000000002e-01   2.4260000000000001e-01
   4.0539999999999998e-01   6.5810000000000002e-01   1.2340000000000000e-01
   4.7100000000000003e-02   1.2150000000000000e-01   8.3960000000000001e-01
   2.6490000000000002e-01   4.2970000000000003e-01   4.2809999999999998e-01
   2.5540000000000002e-01   3.2610000000000000e-01   5.6610000000000005e-01
   1.0130000000000000e-01   8.9569999999999997e-02   8.8119999999999998e-01
   4.8540000000000000e-01   3.8000000000000000e-01   4.9409999999999998e-01
   1.4210000000000000e-01   3.2090000000000002e-01   5.7460000000000000e-01
   2.8170000000000001e-01   6.2960000000000005e-01   1.6139999999999999e-01
   2.4940000000000001e-01   2.0979999999999999e-01   7.2119999999999995e-01
   6.9849999999999995e-02   8.8029999999999997e-01   6.7589999999999997e-02
   3.6959999999999998e-01   3.4000000000000002e-01   5.4720000000000002e-01
   2.8480000000000000e-01   4.8480000000000001e-01   3.5449999999999998e-01
   2.9120000000000001e-01   7.0040000000000002e-01   6.6919999999999993e-02
   8.3330000000000001e-02   1.8720000000000001e-01   7.5170000000000003e-01
   3.5649999999999998e-01   5.8760000000000001e-01   2.1700000000000000e-01
   6.3339999999999994e-02   2.6310000000000000e-01   6.9350000000000001e-01
   3.7749999999999999e-02   7.7480000000000004e-01   2.0710000000000001e-01
   1.0150000000000001e-01   4.0289999999999999e-02   9.4740000000000002e-01
