3.46	0.06	
3.44	-0.02	
3.42	-0.08	
3.42	-0.12	
3.4	-0.14	
3.4	-0.18	
3.38	-0.22	
3.38	-0.26	
3.36	-0.3	
3.34	-0.34	
3.34	-0.38	
3.32	-0.4	
3.3	-0.46	
3.28	-0.5	
3.26	-0.56	
3.24	-0.58	
3.22	-0.64	
3.2	-0.66	
3.18	-0.72	
3.14	-0.78	
3.12	-0.8	
3.1	-0.84	
3.08	-0.86	
3.06	-0.9	
3.04	-0.92	
3.02	-0.96	
3	-1	
2.98	-1.02	
2.96	-1	
2.96	-1.04	
2.94	-1.02	
2.94	-1.06	
2.92	-1.02	
2.92	-1.06	
2.92	-1.1	
2.9	-1.04	
2.9	-1.08	
2.9	-1.12	
2.88	-1.06	
2.88	-1.1	
2.88	-1.14	
2.86	-1.08	
2.86	-1.12	
2.86	-1.16	
2.84	-1.1	
2.84	-1.14	
2.84	-1.18	
2.82	-1.16	
2.82	-1.2	
2.8	-1.18	
2.8	-1.22	
2.78	-1.2	
2.78	-1.24	
2.76	-1.22	
2.76	-1.26	
2.74	-1.24	
2.74	-1.28	
2.72	-1.26	
2.72	-1.3	
2.7	-1.28	
2.7	-1.32	
2.68	-1.3	
2.68	-1.34	
2.66	-1.32	
2.66	-1.36	
2.64	-1.34	
2.64	-1.38	
2.62	-1.36	
2.62	-1.4	
2.6	-1.38	
2.6	-1.42	
2.58	-1.38	
2.58	-1.42	
2.56	-1.4	
2.56	-1.44	
2.54	-1.42	
2.54	-1.46	
2.52	-1.44	
2.52	-1.48	
2.5	-1.46	
2.48	-1.48	
2.46	-1.5	
2.44	-1.52	
2.42	-1.52	
2.4	-1.54	
2.38	-1.56	
2.34	-1.58	
2.32	-1.6	
2.28	-1.62	
2.22	-1.66	
2.18	-1.68	
2.14	-1.7	
2.12	-1.7	
2.1	-1.72	
2.06	-1.74	
1.92	-1.82	
2.02	-1.78	
2.06	-1.76	
2.08	-1.74	
2.1	-1.74	
2.12	-1.72	
2.14	-1.72	
2.16	-1.7	
2.18	-1.7	
2.2	-1.68	
2.22	-1.68	
2.24	-1.66	
2.26	-1.64	
2.28	-1.64	
2.3	-1.62	
2.32	-1.62	
2.34	-1.6	
2.36	-1.58	
2.38	-1.58	
2.4	-1.56	
2.42	-1.54	
2.44	-1.54	
2.46	-1.52	
2.48	-1.5	
2.5	-1.48	
2.52	-1.46	
2.54	-1.44	
2.56	-1.42	
2.58	-1.4	
2.6	-1.4	
2.6	-1.36	
2.62	-1.38	
2.62	-1.34	
2.64	-1.36	
2.64	-1.32	
2.66	-1.34	
2.66	-1.3	
2.68	-1.32	
2.68	-1.28	
2.7	-1.3	
2.7	-1.26	
2.72	-1.28	
2.72	-1.24	
2.74	-1.26	
2.74	-1.22	
2.76	-1.24	
2.76	-1.2	
2.78	-1.22	
2.78	-1.18	
2.8	-1.2	
2.8	-1.16	
2.82	-1.18	
2.82	-1.14	
2.84	-1.16	
2.84	-1.12	
2.86	-1.14	
2.86	-1.1	
2.88	-1.12	
2.88	-1.08	
2.9	-1.1	
2.9	-1.06	
2.92	-1.08	
2.92	-1.04	
2.92	-1	
2.94	-1.04	
2.94	-1	
2.96	-1.02	
2.98	-1	
3	-0.98	
3.04	-0.94	
3.08	-0.88	
3.12	-0.82	
3.14	-0.76	
3.16	-0.74	
3.18	-0.7	
3.2	-0.68	
3.22	-0.62	
3.24	-0.6	
3.26	-0.54	
3.28	-0.52	
3.28	-0.48	
3.3	-0.44	
3.32	-0.42	
3.34	-0.36	
3.36	-0.32	
3.36	-0.28	
3.38	-0.24	
3.4	-0.2	
3.4	-0.16	
3.42	-0.1	
3.42	-0.06	
3.44	-0.04	
3.44	-1.246155956e-013	
