0.99	0.14	0.01	
0.99	0.13	0.05	
0.99	0.12	0.07	
0.99	0.11	0.08	
0.99	0.08	0.11	
0.99	0.07	0.12	
0.99	0.05	0.13	
0.99	0.01	0.14	
0.98	0.19	0.05	
0.98	0.18	0.08	
0.98	0.16	0.11	
0.98	0.15	0.13	
0.98	0.14	0.14	
0.98	0.1	0.17	
0.98	0.08	0.18	
0.97	0.21	0.12	
0.97	0.17	0.17	
0.97	0.16	0.18	
0.97	0.12	0.21	
0.97	0.1	0.22	
0.96	0.25	0.12	
0.96	0.23	0.15	
0.96	0.22	0.17	
0.96	0.21	0.18	
0.96	0.18	0.21	
0.96	0.17	0.22	
0.96	0.15	0.23	
0.96	0.14	0.24	
0.96	0.12	0.25	
0.96	0.1	0.26	
0.95	0.29	0.11	
0.95	0.28	0.13	
0.95	0.27	0.15	
0.95	0.26	0.17	
0.95	0.25	0.18	
0.95	0.21	0.23	
0.95	0.19	0.24	
0.95	0.03	0.31	
0.94	0.34	0.02	
0.94	0.32	0.11	
0.94	0.31	0.14	
0.94	0.29	0.17	
0.94	0.28	0.19	
0.94	0.27	0.2	
0.94	0.25	0.23	
0.94	0.24	0.24	
0.94	0.08	0.33	
0.94	0.02	0.34	
0.93	0.32	0.18	
0.93	0.28	0.23	
0.93	0.27	0.24	
0.93	0.24	0.27	
0.93	0.23	0.28	
0.92	0.36	0.15	
0.92	0.35	0.17	
0.92	0.34	0.19	
0.92	0.33	0.21	
0.92	0.32	0.22	
0.92	0.28	0.27	
0.92	0.27	0.28	
0.92	0.21	0.33	
0.92	0.19	0.34	
0.92	0.17	0.35	
0.92	0.15	0.36	
0.91	0.4	0.1	
0.91	0.38	0.16	
0.91	0.36	0.2	
0.91	0.34	0.23	
0.91	0.33	0.25	
0.91	0.32	0.26	
0.91	0.29	0.29	
0.91	0.28	0.3	
0.91	0.25	0.33	
0.91	0.23	0.34	
0.9	0.4	0.17	
0.9	0.39	0.19	
0.9	0.38	0.21	
0.9	0.37	0.23	
0.9	0.36	0.24	
0.9	0.32	0.29	
0.9	0.31	0.3	
0.9	0.28	0.33	
0.9	0.27	0.34	
0.9	0.25	0.35	
0.9	0.24	0.36	
0.9	0.14	0.41	
0.9	0.11	0.42	
0.9	0.07	0.43	
0.89	0.45	0.07	
0.89	0.44	0.11	
0.89	0.43	0.15	
0.89	0.42	0.17	
0.89	0.41	0.19	
0.89	0.4	0.21	
0.89	0.39	0.23	
0.89	0.38	0.25	
0.89	0.37	0.26	
0.89	0.33	0.31	
0.89	0.32	0.32	
0.89	0.29	0.35	
0.89	0.27	0.36	
0.88	0.46	0.11	
0.88	0.45	0.15	
0.88	0.44	0.17	
0.88	0.43	0.2	
0.88	0.41	0.23	
0.88	0.4	0.25	
0.88	0.39	0.27	
0.88	0.38	0.28	
0.88	0.35	0.32	
0.88	0.32	0.35	
0.88	0.3	0.36	
0.88	0.27	0.39	
0.88	0.25	0.4	
0.88	0.23	0.41	
0.88	0.22	0.42	
0.88	0.2	0.43	
0.88	0.17	0.44	
0.88	0.15	0.45	
0.88	0.11	0.46	
0.87	0.46	0.17	
0.87	0.45	0.2	
0.87	0.43	0.24	
0.87	0.39	0.3	
0.87	0.36	0.33	
0.87	0.35	0.34	
0.87	0.32	0.37	
0.87	0.31	0.38	
0.87	0.27	0.41	
0.87	0.25	0.42	
0.87	0.14	0.47	
0.87	0.11	0.48	
0.87	0.05	0.49	
0.86	0.51	0.01	
0.86	0.5	0.1	
0.86	0.48	0.17	
0.86	0.47	0.19	
0.86	0.46	0.22	
0.86	0.44	0.25	
0.86	0.43	0.27	
0.86	0.42	0.28	
0.86	0.4	0.31	
0.86	0.39	0.32	
0.86	0.37	0.35	
0.86	0.36	0.36	
0.86	0.3	0.41	
0.86	0.28	0.42	
0.86	0.24	0.45	
0.86	0.22	0.46	
0.86	0.14	0.49	
0.86	0.1	0.5	
0.85	0.51	0.13	
0.85	0.5	0.16	
0.85	0.43	0.3	
0.85	0.39	0.35	
0.85	0.38	0.36	
0.85	0.35	0.39	
0.85	0.34	0.4	
0.85	0.3	0.43	
0.85	0.28	0.44	
0.85	0.13	0.51	
0.85	0.08	0.52	
0.84	0.5	0.21	
0.84	0.49	0.23	
0.84	0.48	0.25	
0.84	0.47	0.27	
0.84	0.46	0.28	
0.84	0.44	0.31	
0.84	0.43	0.33	
0.84	0.42	0.34	
0.84	0.39	0.37	
0.84	0.38	0.38	
