0.56	0.56	0.56	
0.48	0.48	0.56	
0.4	0.4	0.4	
0.32	0.4	0.4	
0.32	0.32	0.4	
0.24	0.24	0.24	
0.16	0.24	0.24	
0.16	0.16	0.24	
0.08	0.16	0.08	
0.08	0.08	0.08	
2.47024623e-015	0.08	0.08	
2.47024623e-015	2.47024623e-015	0.08	
-0.08	-0.08	-0.08	
-0.16	-0.08	-0.08	
-0.16	-0.16	-0.08	
-0.24	-0.24	-0.24	
-0.32	-0.24	-0.24	
-0.32	-0.32	-0.24	
-0.4	-0.4	-0.4	
-0.48	-0.4	-0.4	
-0.56	-0.48	-0.56	
-0.56	-0.56	-0.56	
-0.56	-0.48	-0.48	
-0.48	-0.48	-0.48	
-0.48	-0.4	-0.48	
-0.4	-0.4	-0.32	
-0.4	-0.32	-0.32	
-0.32	-0.32	-0.32	
-0.24	-0.24	-0.16	
-0.24	-0.16	-0.16	
-0.16	-0.16	-0.16	
-0.08	-0.08	2.47024623e-015	
-0.08	2.47024623e-015	2.47024623e-015	
2.47024623e-015	2.47024623e-015	2.47024623e-015	
0.08	0.16	0.16	
0.16	0.16	0.16	
0.24	0.24	0.32	
0.24	0.32	0.32	
0.32	0.32	0.32	
0.4	0.4	0.48	
0.4	0.48	0.48	
0.48	0.48	0.48	
0.56	0.56	0.48	
